,yrs,sit,sia,sig,sic,sat,slp,u10,v10
0,1988.0,1.5538749293758296,-1.2685183441809493e-08,5.992869651252324e-08,0.9939500151428003,-27.898498126534612,1017.0904114100041,0.9211766254799788,1.0794242022677352
1,1989.0,1.178232737396589,7.477883971165935e-09,4.942327405388922e-08,0.9942774425977644,-26.701231060410738,1010.7973376396737,1.5738290592870243,1.6302682094903933
2,1990.0,1.232522711822664,9.991738674673007e-09,4.9266511545051044e-08,0.9975323303708754,-26.34047017390235,1016.975660839801,1.1504948534750108,1.0712117977153546
3,1991.0,1.1915178348879303,1.0527585434962015e-08,5.615258797433102e-08,0.9957647769260289,-28.499189586746965,1023.1045130597976,0.7294104104041185,0.6282116986993234
4,1992.0,1.1582403383964355,-1.2332416947526135e-08,6.397470538098398e-08,0.9956922024581754,-28.801343564329144,1016.1956340707101,0.22225143650318374,1.5958927455603837
5,1993.0,1.1949313887745503,-3.947999321442706e-09,5.5664927362019045e-08,0.9952301058887739,-28.0973553279375,1011.366793520543,0.9732524381602905,1.5341563868927348
6,1994.0,1.339146674629195,-2.3300285365720248e-09,6.393532665524163e-08,0.9945650263407511,-27.727934374642995,1024.825514690885,0.08144483471484505,1.0037211028090312
7,1995.0,1.3259113266266789,-5.632705545212627e-10,5.524624866038459e-08,0.995777996478255,-26.098690172799618,1019.1667564264445,0.3352997943633947,1.338196854471532
8,1996.0,1.1109784509933647,-2.924474683781086e-10,6.272105232639617e-08,0.9942812563159399,-27.214322952525098,1015.3334450602429,0.8659311114068597,0.5469582354907706
9,1997.0,1.3533028263519207,8.894960478193162e-09,5.41815739578786e-08,0.9965665624353174,-28.298502666216283,1020.2080458935071,0.6312231067673225,1.2340761814944827
10,1998.0,1.2332083918628074,-2.0665733929155566e-08,7.222226803919236e-08,0.9936409284131366,-29.008096336902167,1021.2142076949223,-0.5180601423018302,0.7617123528140917
11,1999.0,1.5282016827599672,2.2803041188944167e-09,6.495321693895876e-08,0.9963556561679452,-29.52984263237024,1024.18247943604,0.4794993216994052,-0.48050362331996543
12,2000.0,1.2931995075467744,-7.51261745866957e-12,5.872125586479432e-08,0.9952115779425834,-27.39281230891262,1023.9089589236132,0.5189459980774339,0.3102178867197338
13,2001.0,1.3228774862805468,-1.3961658791182819e-08,6.843856430739335e-08,0.9937522033902754,-27.757875923411095,1024.857730119477,-0.5615151339886533,-0.029213218236748304
14,2002.0,1.2178365781803533,-2.178553467684452e-08,6.916049015440234e-08,0.9934991038388499,-28.470178543493496,1018.5640038789063,-1.2304230490812078,0.6577514190537486
15,2003.0,1.1268047910798733,-5.154651417366077e-09,6.515734350183156e-08,0.9933156451275944,-27.243292820343417,1016.2591438527537,0.6125994403183711,2.3507554940157527
16,2004.0,1.0686149970799568,1.2693442701977945e-09,7.007111849148487e-08,0.9935875897203171,-29.099191897997017,1026.473322597757,-1.522960894145895,0.669158972477062
17,2005.0,1.1647136856191527,-1.3629953383368083e-09,6.380433964379356e-08,0.9942683964009689,-25.91413775355254,1021.7261253168465,1.2760600902516894,1.4302283366424313
18,2006.0,1.1130745659723436,-9.412256614311948e-09,6.067162552732001e-08,0.9948311617350604,-25.9131652846091,1020.2501033720813,0.5246396830865498,0.08118692680093484
19,2007.0,1.0406329906190055,-4.825894678599777e-09,7.374245914699652e-08,0.9900371293612741,-26.690536532262467,1018.6480351551565,0.32587049826557,0.9893571966251198
20,2008.0,0.9827766900147564,-1.5903429710444426e-08,8.511942805743815e-08,0.9911596596291237,-26.007036711361632,1016.1240238712695,0.34797256173850055,1.6453313581696876
21,2009.0,1.065811978373359,2.641698591842825e-09,6.727841592934462e-08,0.9914962729808783,-25.7769909413415,1021.623528161259,0.9933403126361355,0.9176597809911138
22,2010.0,1.155259685031259,-2.2855841288388744e-08,7.717943205602731e-08,0.990121168129998,-25.754986584353098,1023.9432417670171,-0.16142625768118696,-0.13851778241843105
23,2011.0,1.0235667456921786,6.6030620653529085e-09,6.730449566414662e-08,0.9905467122171848,-23.113453508066748,1014.8642160845981,1.3509693666498592,1.0640497811536118
24,2012.0,0.9786869682255791,1.1147278041155215e-08,7.15509410995503e-08,0.9951241681515315,-25.09129223638747,1023.1124752875606,0.8810576683990391,0.8060994386847814
25,2013.0,1.0412405039268442,-1.7959630609660554e-08,8.720123127378464e-08,0.988492495952186,-27.62938316598156,1027.6521721169427,-1.7314004189630698,0.9749826569690764
26,2014.0,0.9933249041666568,-1.1665902601729768e-09,6.732729850308949e-08,0.9867514491085578,-24.92549682505989,1023.0892475234649,0.16196970402350674,0.8210853511821391
27,2015.0,0.9361244222831654,-2.767405753905863e-09,6.989897232587131e-08,0.988584826814386,-25.413670582552847,1015.1996953308262,0.764546568824303,2.263521676485474
28,2016.0,1.0447976004746091,-2.562873560160819e-08,7.875459210630546e-08,0.9861037230970091,-23.94746421610602,1021.6001807223472,-0.14932956988699211,0.33388625498982627
