,yrs,sit,sia,sig,sic,sat,slp,u10,v10
0,1988.0,2.789398372468194,-1.4356745210390134e-08,7.09792692657541e-08,0.9920863248263755,-27.411569086022734,1016.7172914090821,1.1042866155845534,-0.46366209525736046
1,1989.0,3.0242895152712297,-4.1378245743362365e-08,8.585250594201668e-08,0.9909719490053746,-28.912747302516305,1009.959915263567,1.6407997054882169,-0.49127782397687497
2,1990.0,3.1042714259905395,-1.934050418438736e-08,7.440896107228494e-08,0.9773618243946266,-24.829365288470427,1007.0244215524214,1.1421527477308586,-0.7094197553883562
3,1991.0,2.93309821360153,-3.925890261605175e-08,8.866342590842928e-08,0.9853970143289651,-27.988303141392226,1013.1782886809457,0.025530268390575536,-0.6149922864924074
4,1992.0,2.9255634910738735,-4.698376711778681e-08,8.341080822314711e-08,0.9895913398554927,-27.431564645629567,1012.2635528918463,1.0059362643615595,-1.3951795631907384
5,1993.0,3.1038436266084433,-6.633065811234667e-08,9.350954851106276e-08,0.9888842726014401,-29.220226984431935,1010.9237291256037,0.8288281385521504,-0.6014966128949844
6,1994.0,2.8200483732129698,-3.939736066062811e-08,9.646535527858955e-08,0.989940615793607,-28.84129057409731,1017.649379276118,0.8012959752395138,-1.1592308871496055
7,1995.0,2.668521496489296,-6.354103537687861e-08,8.328502778364549e-08,0.9894446529082103,-29.964300040935356,1017.6065815050847,0.40523777891082996,-0.9631507709025101
8,1996.0,2.602280885959907,-2.8675842820169824e-08,8.506444013824968e-08,0.987285269097214,-28.20944744036105,1013.2459895614426,1.006651009648068,-0.11065851743885108
9,1997.0,2.8536717686605626,-5.323604669654498e-08,8.434246388092967e-08,0.9907571799274233,-27.424364104873934,1011.5589197116642,1.2355641076422392,-0.7596920859142982
10,1998.0,2.6857602990505876,-2.6904616474942952e-08,7.973764518306425e-08,0.9902714018904777,-27.13878789621523,1019.8444177117361,-0.06849846295394979,-1.0160511545436206
11,1999.0,2.2122984685086746,-2.7684658348668076e-08,8.20374877520215e-08,0.9909704506822343,-28.484429100069672,1018.2118137627853,-0.02879317659998171,0.01188869278813733
12,2000.0,2.4451917597930506,-6.292563330749457e-08,9.30134356374642e-08,0.9845352216454355,-27.253353813213334,1014.7270153012569,-0.19629380628234247,-1.1653540544665948
13,2001.0,2.4102514757731126,-4.641514434721063e-08,8.037195078552789e-08,0.9853462767914666,-29.54390515779332,1018.2072470389894,0.10953047409738108,-0.6244990525443151
14,2002.0,2.6407881058462723,-4.348480768723523e-08,8.795708016016425e-08,0.9888645074708606,-27.266151092479248,1015.9842142538928,0.29348407247686703,-1.4593803207405454
15,2003.0,2.5636578545949873,-3.85937891344172e-08,9.344001067051724e-08,0.9878002836734147,-28.343759106384468,1016.4277207400687,1.0415454686106134,-1.2193716022662324
16,2004.0,2.325084401297602,-5.153654139290385e-08,9.607373647495455e-08,0.9896672641214452,-29.491567375496214,1019.6817316041282,-0.0942138188472927,-1.230262482390528
17,2005.0,2.4436156282082653,-3.31735787012077e-08,8.401679158688744e-08,0.9842033875645121,-25.40164913269703,1016.4353667227102,0.8634688361877151,-0.7009439444047832
18,2006.0,2.200251704888761,-2.5161683111030143e-08,8.947295619107579e-08,0.97348170836932,-26.330113266566514,1017.9219125174359,0.38165345934224476,0.20355855540285847
19,2007.0,2.289083527497256,-2.6623553501706863e-08,9.6908629199722e-08,0.9740731990783938,-27.29540733184659,1015.5211520398752,1.010081260987276,-0.7799762989111799
20,2008.0,2.6070436938358554,-2.105737447479921e-08,9.31512812162518e-08,0.9758239150337744,-28.387537549941936,1015.8208336239363,0.6605399164539985,-0.9063748563039065
21,2009.0,2.279459718626596,-3.2340676377130654e-08,9.04235944057942e-08,0.9813894374878207,-27.14639623330146,1017.1492883241572,1.0465417440400857,-0.22000512139614678
22,2010.0,1.971510212666711,-1.9057603356837865e-08,9.02008762435845e-08,0.9741979105505024,-26.5796292706758,1021.1891635738863,-0.5771282638724996,-0.39370190567232094
23,2011.0,1.7867738401302127,-1.4172293579262414e-08,8.462793736356157e-08,0.9797434039556777,-26.41480066793874,1011.3783280500184,1.3814862265069847,0.025242427001827866
24,2012.0,1.9718855594475908,-2.9213707913131996e-08,8.658887751426793e-08,0.9400988088786506,-28.106759570865346,1013.2577580848292,0.7082220283796709,-0.4654185944354441
25,2013.0,1.8376749903673952,-5.87708806730187e-08,1.1940003775619033e-07,0.954769344440154,-27.46067110360525,1023.5227045501155,-0.39205203731758625,-1.4301735448255732
26,2014.0,2.0995163354894797,-4.586469922159782e-08,8.813486742905759e-08,0.9506291989114976,-26.187013213782574,1015.0729839940245,0.7505714486064184,-0.7748963237599634
27,2015.0,2.430061701732703,-2.7005087591868954e-08,8.710524498399844e-08,0.9774923049123609,-26.11832711911869,1011.7599696261269,1.4223199428724362,-1.166466212526452
28,2016.0,2.1580331547166995,-2.9262397948899517e-08,6.944398475901969e-08,0.9098777426415524,-25.60605306942504,1016.2016950689211,0.3590668766660137,-1.4739653679283535
