,yrs,sit,sia,sig,sic,sat,slp,u10,v10
0,1988.0,2.5453536161244696,-9.389621233450607e-09,6.178178642978807e-08,0.9953407709618284,-24.91847652322344,1019.9558560215966,-0.8481012133201384,0.16596133122428786
1,1989.0,2.551415048417437,-2.924305657688883e-08,8.05933624157076e-08,0.9929276724129019,-22.605602719248726,1016.0270098691332,1.519517477059987,1.233836483509314
2,1990.0,2.8055619479210168,-1.3816127268589122e-08,6.161994926389422e-08,0.9948887277780869,-25.659040289107413,1015.4727944912844,1.329110544600799,-0.8426376626124146
3,1991.0,3.2234302381667805,-1.4703791979141571e-08,7.284931804474237e-08,0.9948697279907671,-25.912988807471415,1018.4135119357013,0.6276558345306184,-1.5873702258608948
4,1992.0,2.922110772392128,-1.2481267831756323e-08,7.577541022790208e-08,0.9953071719360688,-25.090738235922604,1019.2776190324237,-0.9185843466501441,-0.5525968085091815
5,1993.0,2.769454188472231,-2.3963221513492875e-08,7.560145451019837e-08,0.9943230172657193,-24.261258183356755,1013.9460042669222,0.41906391791201936,0.09687128859359827
6,1994.0,2.4494338178311352,-1.5807200305394458e-08,7.219757009895371e-08,0.9942774477860002,-25.727780290100117,1025.088043347503,0.14830759473363989,-1.0009419572966591
7,1995.0,2.4869970466134177,-2.4656855787067353e-08,6.39430530136803e-08,0.9948334442433344,-24.638696835352984,1021.0025299626343,0.008648923482960978,-0.17143570866209054
8,1996.0,2.3038332383396107,-1.1094063183607939e-08,7.833974672713022e-08,0.9945207841781767,-22.29238490341184,1016.8835891067772,1.3457030728932011,0.30209200398893216
9,1997.0,2.63144803232239,-1.9058813916426302e-08,5.962635161242564e-08,0.9960088197205615,-26.02828479831449,1020.299801003466,0.9235082154216723,-0.7747602698285446
10,1998.0,2.3866468628698803,8.174468765344139e-10,6.396544347702836e-08,0.9954848185872273,-25.20573060339091,1021.9231268406112,-2.039951093577307,-0.9221228017327198
11,1999.0,2.275260111721066,-3.933191215097969e-09,5.725532949826929e-08,0.9973540100693254,-26.641394930519485,1017.7514629507574,-0.7148298369340109,-0.977071175209299
12,2000.0,2.529020038813417,-6.415406865538434e-09,6.306095310192338e-08,0.995859890987177,-25.186263099838534,1018.6568284172893,-0.9514691084817758,-1.7111918661310666
13,2001.0,2.3975503125066417,-6.8930292182205475e-09,6.44120193626633e-08,0.9955661939603474,-25.01869350310452,1021.3188384113076,-1.6502557797365223,-1.7800341749426107
14,2002.0,2.2641836999410017,-1.2764791317797057e-08,7.098002097852205e-08,0.9938932437094264,-25.31973128992501,1022.0581180763013,-0.9658283193868982,-0.5936799225768536
15,2003.0,2.127590109883216,-2.3837717708754736e-08,7.56255297101216e-08,0.9930231752979708,-25.111161800424213,1022.8602006710565,-0.43940066531370026,0.2607573496566585
16,2004.0,2.010398650062933,-1.0892009282695438e-08,7.027396649865665e-08,0.9951989186257493,-26.06403481055499,1027.0719347793595,-0.3873600952457269,-1.8843230681483656
17,2005.0,2.3119479207975866,-2.0076384458342975e-08,6.847209136567969e-08,0.9927803940725194,-22.824299840476094,1021.4142819399864,-0.04188700290079622,-0.9480245184572446
18,2006.0,2.3980366852949415,7.863181915491424e-09,7.240965507501716e-08,0.9943565274020659,-23.283262663576412,1017.2123085005647,-0.25112462071792396,-0.45466860270328036
19,2007.0,2.000137419483589,-1.962178085806805e-08,7.441921633895513e-08,0.9895259112450707,-24.171650717222622,1021.4060753904463,-0.16663267344212213,-0.09855717696175777
20,2008.0,1.944266359726584,-2.3969594610810985e-08,8.789374051840939e-08,0.9896662373144371,-24.18671306163211,1020.4586931087006,-0.35054277989841165,-0.48341100800476966
21,2009.0,1.8470514635901012,-8.205206380090222e-09,7.809184439967602e-08,0.9932995617243979,-23.26209246288,1020.8885048735907,0.1919221324300138,-0.3336516901355583
22,2010.0,1.8976799564902707,2.383894804943902e-08,7.151991346539001e-08,0.9934836333613747,-23.58955024574517,1020.0467606627951,-1.28884825740562,-1.2783603483518233
23,2011.0,1.7595693550778477,-2.032379917402386e-08,6.879781012261829e-08,0.9919517008860051,-21.113394181533113,1015.9588086478806,0.7873112523440008,0.33823542626439657
24,2012.0,2.068789884518162,-1.0602389533128843e-08,8.509075513373872e-08,0.9928375796982052,-24.50389435986956,1018.2054467773171,0.1340438343869433,-1.7842133725167861
25,2013.0,1.7708069314733166,-8.746611649832504e-09,8.840165176163175e-08,0.9919640312981384,-25.182872102677315,1028.3993175436158,-2.185425417971513,-2.3354198412460065
26,2014.0,1.7913523260509276,-1.7474927092985665e-08,7.556245405982741e-08,0.9913235526083094,-22.069162365642562,1021.891593040261,-0.2114350006354968,-0.7470771115181669
27,2015.0,1.9825971094430987,-4.608316821561741e-08,8.760128545980542e-08,0.9904330834870537,-22.383474600015898,1020.317955654986,0.6243068508874758,0.1749417242041261
28,2016.0,1.8169209593481115,7.42187614528753e-09,6.798658359441459e-08,0.9933142813269388,-22.46958705548887,1021.4068491583057,-2.1882981459823125,-1.0969550415477816
